Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches
498,Sammie Szmodics,ie IRL,MF,Ipswich Town,28,1995,20,13,992,11.0,4,0,4,4,0,0,2,0,0.36,0.00,0.36,0.36,0.36,Matches
499,Dominik Szoboszlai,hu HUN,MF,Liverpool,23,2000,36,29,2491,27.7,6,6,12,6,0,0,6,0,0.22,0.22,0.43,0.22,0.43,Matches
500,Matt Targett,eng ENG,"DF,MF",Newcastle United,28,1995,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
501,James Tarkowski,eng ENG,DF,Everton,31,1992,33,33,2922,32.5,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches
502,Marcus Tavernier,eng ENG,MF,Bournemouth,25,1999,29,20,1939,21.5,3,5,8,3,0,0,6,0,0.14,0.23,0.37,0.14,0.37,Matches
503,Charlie Taylor,eng ENG,DF,Southampton,30,1993,8,3,356,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
504,Jack Taylor,ie IRL,MF,Ipswich Town,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches
505,Mathys Tel,fr FRA,FW,Tottenham Hotspur,19,2005,13,11,911,10.1,2,1,3,1,1,1,2,0,0.20,0.10,0.30,0.10,0.20,Matches
506,Kenny Tete,nl NED,DF,Fulham,28,1995,22,21,1774,19.7,0,2,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches
507,Thiago,br BRA,FW,Brentford,23,2001,8,1,175,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
508,Luke Thomas,eng ENG,DF,Leicester City,23,2001,14,13,1110,12.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
509,Youri Tielemans,be BEL,MF,Aston Villa,27,1997,36,35,3026,33.6,3,7,10,3,0,1,4,0,0.09,0.21,0.30,0.09,0.30,Matches
510,Kieran Tierney,sct SCO,DF,Arsenal,27,1997,13,2,259,2.9,1,0,1,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,Matches
511,Jurriën Timber,nl NED,DF,Arsenal,23,2001,30,27,2417,26.9,1,3,4,1,0,0,7,0,0.04,0.11,0.15,0.04,0.15,Matches
512,Jean-Clair Todibo,fr FRA,DF,West Ham United,24,1999,27,20,1825,20.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
513,Harry Toffolo,eng ENG,DF,Nottingham Forest,28,1995,4,1,137,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
514,Takehiro Tomiyasu,jp JPN,DF,Arsenal,25,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
515,Sandro Tonali,it ITA,MF,Newcastle United,24,2000,36,28,2630,29.2,4,2,6,4,0,0,5,0,0.14,0.07,0.21,0.14,0.21,Matches
516,Pau Torres,es ESP,DF,Aston Villa,27,1997,24,23,2020,22.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
517,Conor Townsend,eng ENG,DF,Ipswich Town,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,Matches
518,Adama Traoré,es ESP,MF,Fulham,28,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,0.10,0.36,0.46,0.10,0.46,Matches
519,Boubacar Traoré,ml MLI,MF,Wolves,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
520,Mark Travers,ie IRL,GK,Bournemouth,25,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
521,Ryan Trevitt,eng ENG,MF,Brentford,21,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
522,Kieran Trippier,eng ENG,DF,Newcastle United,33,1990,25,14,1309,14.5,0,3,3,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches
523,Leandro Trossard,be BEL,FW,Arsenal,29,1994,38,28,2546,28.3,8,7,15,8,0,0,4,1,0.28,0.25,0.53,0.28,0.53,Matches
524,Kostas Tsimikas,gr GRE,DF,Liverpool,28,1996,18,9,837,9.3,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
525,Axel Tuanzebe,cd COD,DF,Ipswich Town,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,Matches
526,Destiny Udogie,it ITA,DF,Tottenham Hotspur,21,2002,25,24,1924,21.4,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches
527,Manuel Ugarte,uy URU,MF,Manchester Utd,23,2001,29,22,1785,19.8,1,2,3,1,0,0,11,0,0.05,0.10,0.15,0.05,0.15,Matches
528,Lesley Ugochukwu,fr FRA,MF,Southampton,20,2004,26,18,1655,18.4,1,1,2,1,0,0,7,0,0.05,0.05,0.11,0.05,0.11,Matches
529,Enes Ünal,tr TUR,FW,Bournemouth,27,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,0.52,0.26,0.78,0.52,0.78,Matches
530,Hákon Valdimarsson,is ISL,GK,Brentford,22,2001,2,1,145,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
531,Virgil van Dijk,nl NED,DF,Liverpool,33,1991,37,37,3330,37.0,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11,Matches
532,Jamie Vardy,eng ENG,FW,Leicester City,37,1987,35,35,2823,31.4,9,4,13,8,1,2,5,0,0.29,0.13,0.41,0.26,0.38,Matches
533,Renato Veiga,pt POR,MF,Chelsea,21,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
534,Joël Veltman,nl NED,DF,Brighton,32,1992,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
535,Micky van de Ven,nl NED,DF,Tottenham Hotspur,23,2001,13,12,1015,11.3,0,2,2,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,Matches
536,Bart Verbruggen,nl NED,GK,Brighton,21,2002,36,36,3240,36.0,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
537,Jannik Vestergaard,dk DEN,DF,Leicester City,31,1992,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
538,Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,27,1996,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
539,Carlos Vinícius,br BRA,FW,Fulham,29,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
540,Kyle Walker,eng ENG,DF,Manchester City,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
541,Kyle Walker-Peters,eng ENG,"MF,DF",Southampton,27,1997,33,33,2918,32.4,0,2,2,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches
542,Christian Walton,eng ENG,GK,Ipswich Town,28,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
543,Aaron Wan-Bissaka,cd COD,"DF,MF",West Ham United,26,1997,36,35,3154,35.0,2,5,7,2,0,0,1,0,0.06,0.14,0.20,0.06,0.20,Matches
544,Danny Ward,wls WAL,GK,Leicester City,31,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
545,Joel Ward,eng ENG,DF,Crystal Palace,34,1989,2,1,71,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
546,James Ward-Prowse,eng ENG,MF,West Ham United,29,1994,15,12,1039,11.5,1,1,2,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17,Matches
547,James Ward-Prowse,eng ENG,MF,Nottingham Forest,29,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.00,0.23,0.23,0.00,0.23,Matches
548,Ollie Watkins,eng ENG,FW,Aston Villa,28,1995,38,31,2598,28.9,16,8,24,14,2,2,2,0,0.55,0.28,0.83,0.48,0.76,Matches
549,Adam Webster,eng ENG,DF,Brighton,29,1995,14,11,887,9.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
550,Danny Welbeck,eng ENG,FW,Brighton,33,1990,30,24,2115,23.5,10,4,14,9,1,1,5,0,0.43,0.17,0.60,0.38,0.55,Matches
551,Welington,br BRA,"MF,DF",Southampton,23,2001,10,6,482,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
552,Timo Werner,de GER,"FW,MF",Tottenham Hotspur,28,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,0.00,0.52,0.52,0.00,0.52,Matches
553,Adam Wharton,eng ENG,MF,Crystal Palace,20,2004,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
554,Ben White,eng ENG,DF,Arsenal,26,1997,17,13,1198,13.3,0,2,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches
555,Mats Wieffer,nl NED,"DF,MF",Brighton,24,1999,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.09,0.27,0.35,0.09,0.35,Matches
556,Neco Williams,wls WAL,"DF,MF",Nottingham Forest,23,2001,35,28,2594,28.8,1,3,4,1,0,0,7,0,0.03,0.10,0.14,0.03,0.14,Matches
557,Willian,br BRA,"MF,FW",Fulham,35,1988,10,2,257,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
558,Joe Willock,eng ENG,MF,Newcastle United,24,1999,32,11,1086,12.1,0,2,2,0,0,0,4,0,0.00,0.17,0.17,0.00,0.17,Matches
559,Callum Wilson,eng ENG,FW,Newcastle United,32,1992,18,2,370,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
560,Harry Wilson,wls WAL,"MF,FW",Fulham,27,1997,25,12,1162,12.9,6,1,7,6,0,0,2,0,0.46,0.08,0.54,0.46,0.54,Matches
561,Harry Winks,eng ENG,MF,Leicester City,28,1996,22,17,1538,17.1,0,2,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches
562,Ben Winterburn,eng ENG,MF,Bournemouth,19,2004,4,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
563,Yoane Wissa,cd COD,FW,Brentford,27,1996,35,34,2919,32.4,19,4,23,19,0,0,5,0,0.59,0.12,0.71,0.59,0.71,Matches
564,Chris Wood,nz NZL,FW,Nottingham Forest,32,1991,36,35,2959,32.9,20,3,23,17,3,3,1,0,0.61,0.09,0.70,0.52,0.61,Matches
565,Nathan Wood-Gordon,eng ENG,DF,Southampton,22,2002,11,9,773,8.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
566,Luke Woolfenden,eng ENG,DF,Ipswich Town,25,1998,15,12,1187,13.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
567,Yehor Yarmoliuk,ua UKR,MF,Brentford,20,2004,31,15,1450,16.1,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
568,Ryan Yates,eng ENG,MF,Nottingham Forest,26,1997,35,18,1915,21.3,2,1,3,2,0,0,10,0,0.09,0.05,0.14,0.09,0.14,Matches
569,Leny Yoro,fr FRA,DF,Manchester Utd,18,2005,21,12,1165,12.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
570,Ashley Young,eng ENG,DF,Everton,39,1985,32,19,1875,20.8,1,3,4,1,0,0,7,1,0.05,0.14,0.19,0.05,0.19,Matches
571,Illia Zabarnyi,ua UKR,DF,Bournemouth,21,2002,36,35,3109,34.5,0,1,1,0,0,0,4,1,0.00,0.03,0.03,0.00,0.03,Matches
572,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,27,1996,15,5,527,5.9,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
573,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23,2001,32,14,1402,15.6,3,1,4,3,0,0,2,0,0.19,0.06,0.26,0.19,0.26,Matches
574,Martin Ødegaard,no NOR,MF,Arsenal,25,1998,30,26,2325,25.8,3,8,11,2,1,1,4,0,0.12,0.31,0.43,0.08,0.39,Matches
